
========================================================================
RUN STARTED  2026-06-17 17:31:31
site_pipeline.py https://www.intel.com/content/www/us/en/research/quantum-computing.html
========================================================================

[17:31:31 +0s | intel_content_www_us_en_research_quantum_computing_html] === 0 crawl site ===
[17:31:34 +2s | intel_content_www_us_en_research_quantum_computing_html] [INIT].... → Crawl4AI 0.8.6 
[17:31:36 +5s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://www.intel.com/content/www/us/en/research/quantum-computing.html                              | ✓ | ⏱: 2.34s 
[20:29:00 +2h 57m 29s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 28/50
[20:29:09 +2h 57m 38s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:29:09 +2h 57m 38s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 29/50
[20:29:18 +2h 57m 47s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:29:18 +2h 57m 47s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 30/50
[20:29:27 +2h 57m 56s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:29:27 +2h 57m 56s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 31/50
[20:29:34 +2h 58m 3s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:29:34 +2h 58m 3s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 32/50
[20:29:46 +2h 58m 14s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:29:46 +2h 58m 14s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 33/50
[20:29:54 +2h 58m 23s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:29:54 +2h 58m 23s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 34/50
[20:30:04 +2h 58m 33s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:30:04 +2h 58m 33s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 35/50
[20:30:10 +2h 58m 39s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:30:10 +2h 58m 39s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 36/50
[20:30:16 +2h 58m 45s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:30:16 +2h 58m 45s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 37/50
[20:30:26 +2h 58m 55s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:30:26 +2h 58m 55s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 38/50
[20:30:36 +2h 59m 5s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:30:36 +2h 59m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 39/50
[20:30:46 +2h 59m 15s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:30:46 +2h 59m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 40/50
[20:30:57 +2h 59m 25s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:30:57 +2h 59m 25s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 41/50
[20:31:05 +2h 59m 33s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:31:05 +2h 59m 33s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 42/50
[20:31:13 +2h 59m 41s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:31:13 +2h 59m 41s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 43/50
[20:31:20 +2h 59m 49s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:31:20 +2h 59m 49s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 44/50
[20:31:29 +2h 59m 57s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:31:29 +2h 59m 57s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 45/50
[20:31:39 +3h 0m 7s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:31:39 +3h 0m 7s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 46/50
[20:31:46 +3h 0m 15s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:31:46 +3h 0m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 47/50
[20:31:56 +3h 0m 25s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:31:56 +3h 0m 25s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 48/50
[20:32:02 +3h 0m 30s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 49/50
[20:32:08 +3h 0m 37s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/new-technologies/intel-newsroom-archive-2021 (127/133), chunk 50/50
[20:32:16 +3h 0m 45s | intel_content_www_us_en_research_quantum_computing_html] Reading page (128/133): https://newsroom.intel.com/intel-foundry
[20:32:16 +3h 0m 45s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 1/14
[20:32:22 +3h 0m 51s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 2/14
[20:32:29 +3h 0m 57s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:32:29 +3h 0m 57s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 3/14
[20:32:35 +3h 1m 3s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 4/14
[20:32:46 +3h 1m 15s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:32:46 +3h 1m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 5/14
[20:32:55 +3h 1m 24s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:32:55 +3h 1m 24s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 6/14
[20:33:03 +3h 1m 32s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:33:03 +3h 1m 32s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 7/14
[20:34:07 +3h 2m 36s | intel_content_www_us_en_research_quantum_computing_html] Model call failed for https://newsroom.intel.com/intel-foundry chunk 7: Cloudflare returned non-JSON (HTTP 502): <!DOCTYPE html>
[20:34:07 +3h 2m 36s | intel_content_www_us_en_research_quantum_computing_html] <!--[if lt IE 7]> <html class="no-js ie6 oldie" lang="en-US"> <![endif]-->
[20:34:07 +3h 2m 36s | intel_content_www_us_en_research_quantum_computing_html] <!--[if IE 7]>    <html class="no-js ie7 oldie" lang="en-US"> <![endif]-->
[20:34:07 +3h 2m 36s | intel_content_www_us_en_research_quantum_computing_html] <!--[if IE 8]>    <html class="no-js ie8 oldie" lang="en-US"> <![endif]-->
[20:34:07 +3h 2m 36s | intel_content_www_us_en_research_quantum_computing_html] <!--[if gt IE 8]><!--> <html class="no-js" lang="en-US"> <!
[20:34:07 +3h 2m 36s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 8/14
[20:34:14 +3h 2m 43s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:34:14 +3h 2m 43s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 9/14
[20:34:22 +3h 2m 51s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:34:22 +3h 2m 51s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 10/14
[20:34:29 +3h 2m 58s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:34:29 +3h 2m 58s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 11/14
[20:34:36 +3h 3m 5s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:34:36 +3h 3m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 12/14
[20:34:43 +3h 3m 11s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 13/14
[20:34:49 +3h 3m 18s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com/intel-foundry (128/133), chunk 14/14
[20:34:53 +3h 3m 22s | intel_content_www_us_en_research_quantum_computing_html] Reading page (129/133): https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html
[20:34:53 +3h 3m 22s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 1/18
[20:34:58 +3h 3m 27s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 2/18
[20:35:04 +3h 3m 32s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 3/18
[20:35:13 +3h 3m 41s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:35:13 +3h 3m 41s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 4/18
[20:35:21 +3h 3m 50s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:35:21 +3h 3m 50s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 5/18
[20:35:29 +3h 3m 57s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:35:29 +3h 3m 57s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 6/18
[20:35:35 +3h 4m 4s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:35:35 +3h 4m 4s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 7/18
[20:35:46 +3h 4m 15s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:35:46 +3h 4m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 8/18
[20:35:53 +3h 4m 22s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:35:53 +3h 4m 22s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 9/18
[20:36:01 +3h 4m 30s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:36:01 +3h 4m 30s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 10/18
[20:36:08 +3h 4m 36s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[20:36:08 +3h 4m 36s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 11/18
[20:36:12 +3h 4m 41s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 12/18
[20:36:17 +3h 4m 45s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 13/18
[20:36:21 +3h 4m 50s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 14/18
[20:36:26 +3h 4m 54s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 15/18
[20:36:31 +3h 5m 0s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 16/18
[20:36:35 +3h 5m 4s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 17/18
[20:36:43 +3h 5m 12s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.thailand.intel.com/content/www/us/en/research/neuromorphic-computing.html (129/133), chunk 18/18
[20:36:52 +3h 5m 20s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
